company,date,metric,value,form,fiscal_year,fiscal_period
10x genomics,2017-12-31,revenue,71085000,10-K,2019,FY
10x genomics,2018-03-31,revenue,27408000,10-K,2019,FY
10x genomics,2018-06-30,revenue,31744000,10-K,2019,FY
10x genomics,2018-09-30,revenue,95759000,10-Q,2019,Q3
10x genomics,2018-09-30,revenue,36607000,10-Q,2019,Q3
10x genomics,2018-09-30,revenue,36607000,10-K,2019,FY
10x genomics,2018-12-31,revenue,146313000,10-K,2019,FY
10x genomics,2018-12-31,revenue,50554000,10-K,2019,FY
10x genomics,2019-03-31,revenue,53578000,10-K,2019,FY
10x genomics,2019-03-31,revenue,53578000,10-Q,2020,Q1
10x genomics,2019-06-30,revenue,55819000,10-K,2019,FY
10x genomics,2019-09-30,revenue,170604000,10-Q,2019,Q3
10x genomics,2019-09-30,revenue,61207000,10-Q,2019,Q3
10x genomics,2019-09-30,revenue,61207000,10-K,2019,FY
10x genomics,2019-12-31,revenue,245893000,10-K,2019,FY
10x genomics,2019-12-31,revenue,75289000,10-K,2019,FY
10x genomics,2020-03-31,revenue,71905000,10-Q,2020,Q1
10x genomics,2017-12-31,cost_of_revenue,10560000,10-K,2019,FY
10x genomics,2018-09-30,cost_of_revenue,13761000,10-Q,2019,Q3
10x genomics,2018-09-30,cost_of_revenue,5241000,10-Q,2019,Q3
10x genomics,2018-12-31,cost_of_revenue,28661000,10-K,2019,FY
10x genomics,2018-12-31,cost_of_revenue,28661000,10-K,2020,FY
10x genomics,2019-03-31,cost_of_revenue,13965000,10-Q,2020,Q1
10x genomics,2019-06-30,cost_of_revenue,28971000,10-Q,2020,Q2
10x genomics,2019-06-30,cost_of_revenue,15006000,10-Q,2020,Q2
10x genomics,2019-09-30,cost_of_revenue,44451000,10-Q,2019,Q3
10x genomics,2019-09-30,cost_of_revenue,44451000,10-Q,2020,Q3
10x genomics,2019-09-30,cost_of_revenue,15480000,10-Q,2019,Q3
10x genomics,2019-09-30,cost_of_revenue,15480000,10-Q,2020,Q3
10x genomics,2019-12-31,cost_of_revenue,61033000,10-K,2019,FY
10x genomics,2019-12-31,cost_of_revenue,61033000,10-K,2020,FY
10x genomics,2019-12-31,cost_of_revenue,61033000,10-K,2021,FY
10x genomics,2020-03-31,cost_of_revenue,15108000,10-Q,2020,Q1
10x genomics,2020-03-31,cost_of_revenue,15108000,10-Q,2021,Q1
10x genomics,2020-06-30,cost_of_revenue,25160000,10-Q,2020,Q2
10x genomics,2020-06-30,cost_of_revenue,25160000,10-Q,2021,Q2
10x genomics,2020-06-30,cost_of_revenue,10052000,10-Q,2020,Q2
10x genomics,2020-06-30,cost_of_revenue,10052000,10-Q,2021,Q2
10x genomics,2020-09-30,cost_of_revenue,39571000,10-Q,2020,Q3
10x genomics,2020-09-30,cost_of_revenue,39571000,10-Q,2021,Q3
10x genomics,2020-09-30,cost_of_revenue,14411000,10-Q,2020,Q3
10x genomics,2020-09-30,cost_of_revenue,14411000,10-Q,2021,Q3
10x genomics,2020-12-31,cost_of_revenue,58468000,10-K,2020,FY
10x genomics,2020-12-31,cost_of_revenue,58468000,10-K,2021,FY
10x genomics,2020-12-31,cost_of_revenue,58468000,10-K,2022,FY
10x genomics,2021-03-31,cost_of_revenue,17060000,10-Q,2021,Q1
10x genomics,2021-03-31,cost_of_revenue,17060000,10-Q,2022,Q1
10x genomics,2021-06-30,cost_of_revenue,21975000,10-Q,2021,Q2
10x genomics,2021-06-30,cost_of_revenue,21975000,10-Q,2022,Q2
10x genomics,2021-06-30,cost_of_revenue,4915000,10-Q,2021,Q2
10x genomics,2021-06-30,cost_of_revenue,4915000,10-Q,2022,Q2
10x genomics,2021-09-30,cost_of_revenue,46493000,10-Q,2021,Q3
10x genomics,2021-09-30,cost_of_revenue,46493000,10-Q,2022,Q3
10x genomics,2021-09-30,cost_of_revenue,24518000,10-Q,2021,Q3
10x genomics,2021-09-30,cost_of_revenue,24518000,10-Q,2022,Q3
10x genomics,2021-12-31,cost_of_revenue,74091000,10-K,2021,FY
10x genomics,2021-12-31,cost_of_revenue,74091000,10-K,2022,FY
10x genomics,2021-12-31,cost_of_revenue,74091000,10-K,2023,FY
10x genomics,2022-03-31,cost_of_revenue,25478000,10-Q,2022,Q1
10x genomics,2022-03-31,cost_of_revenue,25478000,10-Q,2023,Q1
10x genomics,2022-06-30,cost_of_revenue,53182000,10-Q,2022,Q2
10x genomics,2022-06-30,cost_of_revenue,53182000,10-Q,2023,Q2
10x genomics,2022-06-30,cost_of_revenue,27704000,10-Q,2022,Q2
10x genomics,2022-06-30,cost_of_revenue,27704000,10-Q,2023,Q2
10x genomics,2022-09-30,cost_of_revenue,83559000,10-Q,2022,Q3
10x genomics,2022-09-30,cost_of_revenue,83559000,10-Q,2023,Q3
10x genomics,2022-09-30,cost_of_revenue,30377000,10-Q,2022,Q3
10x genomics,2022-09-30,cost_of_revenue,30377000,10-Q,2023,Q3
10x genomics,2022-12-31,cost_of_revenue,120386000,10-K,2022,FY
10x genomics,2022-12-31,cost_of_revenue,120386000,10-K,2023,FY
10x genomics,2022-12-31,cost_of_revenue,120386000,10-K,2024,FY
10x genomics,2023-03-31,cost_of_revenue,35895000,10-Q,2023,Q1
10x genomics,2023-03-31,cost_of_revenue,35895000,10-Q,2024,Q1
10x genomics,2023-06-30,cost_of_revenue,83102000,10-Q,2023,Q2
10x genomics,2023-06-30,cost_of_revenue,83102000,10-Q,2024,Q2
10x genomics,2023-06-30,cost_of_revenue,47207000,10-Q,2023,Q2
10x genomics,2023-06-30,cost_of_revenue,47207000,10-Q,2024,Q2
10x genomics,2023-09-30,cost_of_revenue,141217000,10-Q,2023,Q3
10x genomics,2023-09-30,cost_of_revenue,141217000,10-Q,2024,Q3
10x genomics,2023-09-30,cost_of_revenue,58115000,10-Q,2023,Q3
10x genomics,2023-09-30,cost_of_revenue,58115000,10-Q,2024,Q3
10x genomics,2023-12-31,cost_of_revenue,209414000,10-K,2023,FY
10x genomics,2023-12-31,cost_of_revenue,209414000,10-K,2024,FY
10x genomics,2024-03-31,cost_of_revenue,48092000,10-Q,2024,Q1
10x genomics,2024-03-31,cost_of_revenue,48092000,10-Q,2025,Q1
10x genomics,2024-06-30,cost_of_revenue,96976000,10-Q,2024,Q2
10x genomics,2024-06-30,cost_of_revenue,96976000,10-Q,2025,Q2
10x genomics,2024-06-30,cost_of_revenue,48884000,10-Q,2024,Q2
10x genomics,2024-06-30,cost_of_revenue,48884000,10-Q,2025,Q2
10x genomics,2024-09-30,cost_of_revenue,142237000,10-Q,2024,Q3
10x genomics,2024-09-30,cost_of_revenue,142237000,10-Q,2025,Q3
10x genomics,2024-09-30,cost_of_revenue,45261000,10-Q,2024,Q3
10x genomics,2024-09-30,cost_of_revenue,45261000,10-Q,2025,Q3
10x genomics,2024-12-31,cost_of_revenue,196303000,10-K,2024,FY
10x genomics,2025-03-31,cost_of_revenue,49438000,10-Q,2025,Q1
10x genomics,2025-06-30,cost_of_revenue,97262000,10-Q,2025,Q2
10x genomics,2025-06-30,cost_of_revenue,47824000,10-Q,2025,Q2
10x genomics,2025-09-30,cost_of_revenue,145957000,10-Q,2025,Q3
10x genomics,2025-09-30,cost_of_revenue,48695000,10-Q,2025,Q3
10x genomics,2017-12-31,net_income,-18762000,10-K,2019,FY
10x genomics,2018-03-31,net_income,-15693000,10-Q,2019,Q3
10x genomics,2018-03-31,net_income,-15693000,10-K,2019,FY
10x genomics,2018-06-30,net_income,-5923000,10-Q,2019,Q3
10x genomics,2018-06-30,net_income,-5923000,10-K,2019,FY
10x genomics,2018-09-30,net_income,-36961000,10-Q,2019,Q3
10x genomics,2018-09-30,net_income,-15345000,10-Q,2019,Q3
10x genomics,2018-09-30,net_income,-15345000,10-K,2019,FY
10x genomics,2018-12-31,net_income,-112485000,10-K,2019,FY
10x genomics,2018-12-31,net_income,-112485000,10-K,2020,FY
10x genomics,2018-12-31,net_income,-75524000,10-K,2019,FY
10x genomics,2019-03-31,net_income,-3636000,10-Q,2019,Q3
10x genomics,2019-03-31,net_income,-3636000,10-K,2019,FY
10x genomics,2019-03-31,net_income,-3636000,10-Q,2020,Q1
10x genomics,2019-03-31,net_income,-3636000,10-Q,2020,Q2
10x genomics,2019-03-31,net_income,-3636000,10-Q,2020,Q3
10x genomics,2019-06-30,net_income,-14514000,10-Q,2020,Q2
10x genomics,2019-06-30,net_income,-10878000,10-Q,2019,Q3
10x genomics,2019-06-30,net_income,-10878000,10-K,2019,FY
10x genomics,2019-06-30,net_income,-10878000,10-Q,2020,Q2
10x genomics,2019-06-30,net_income,-10878000,10-Q,2020,Q3
10x genomics,2019-09-30,net_income,-24117000,10-Q,2019,Q3
10x genomics,2019-09-30,net_income,-24117000,10-Q,2020,Q3
10x genomics,2019-09-30,net_income,-9603000,10-Q,2019,Q3
10x genomics,2019-09-30,net_income,-9603000,10-K,2019,FY
10x genomics,2019-09-30,net_income,-9603000,10-Q,2020,Q3
10x genomics,2019-12-31,net_income,-31251000,10-K,2019,FY
10x genomics,2019-12-31,net_income,-31251000,10-K,2020,FY
10x genomics,2019-12-31,net_income,-31251000,10-K,2021,FY
10x genomics,2019-12-31,net_income,-7134000,10-K,2019,FY
10x genomics,2020-03-31,net_income,-21143000,10-Q,2020,Q1
10x genomics,2020-03-31,net_income,-21143000,10-Q,2020,Q2
10x genomics,2020-03-31,net_income,-21143000,10-Q,2020,Q3
10x genomics,2020-03-31,net_income,-21143000,10-Q,2021,Q1
10x genomics,2020-03-31,net_income,-21143000,10-Q,2021,Q2
10x genomics,2020-03-31,net_income,-21143000,10-Q,2021,Q3
10x genomics,2020-06-30,net_income,-61310000,10-Q,2020,Q2
10x genomics,2020-06-30,net_income,-61310000,10-Q,2021,Q2
10x genomics,2020-06-30,net_income,-40167000,10-Q,2020,Q2
10x genomics,2020-06-30,net_income,-40167000,10-Q,2020,Q3
10x genomics,2020-06-30,net_income,-40167000,10-Q,2021,Q2
10x genomics,2020-06-30,net_income,-40167000,10-Q,2021,Q3
10x genomics,2020-09-30,net_income,-127158000,10-Q,2020,Q3
10x genomics,2020-09-30,net_income,-127158000,10-Q,2021,Q3
10x genomics,2020-09-30,net_income,-65848000,10-Q,2020,Q3
10x genomics,2020-09-30,net_income,-65848000,10-Q,2021,Q3
10x genomics,2020-12-31,net_income,-542731000,10-K,2020,FY
10x genomics,2020-12-31,net_income,-542731000,10-K,2021,FY
10x genomics,2020-12-31,net_income,-542731000,10-K,2022,FY
10x genomics,2021-03-31,net_income,-11551000,10-Q,2021,Q1
10x genomics,2021-03-31,net_income,-11551000,10-Q,2021,Q2
10x genomics,2021-03-31,net_income,-11551000,10-Q,2021,Q3
10x genomics,2021-03-31,net_income,-11551000,10-Q,2022,Q1
10x genomics,2021-03-31,net_income,-11551000,10-Q,2022,Q2
10x genomics,2021-03-31,net_income,-11551000,10-Q,2022,Q3
10x genomics,2021-06-30,net_income,-22603000,10-Q,2021,Q2
10x genomics,2021-06-30,net_income,-22603000,10-Q,2022,Q2
10x genomics,2021-06-30,net_income,-11052000,10-Q,2021,Q2
10x genomics,2021-06-30,net_income,-11052000,10-Q,2021,Q3
10x genomics,2021-06-30,net_income,-11052000,10-Q,2022,Q2
10x genomics,2021-06-30,net_income,-11052000,10-Q,2022,Q3
10x genomics,2021-09-30,net_income,-39774000,10-Q,2021,Q3
10x genomics,2021-09-30,net_income,-39774000,10-Q,2022,Q3
10x genomics,2021-09-30,net_income,-17171000,10-Q,2021,Q3
10x genomics,2021-09-30,net_income,-17171000,10-Q,2022,Q3
10x genomics,2021-12-31,net_income,-58223000,10-K,2021,FY
10x genomics,2021-12-31,net_income,-58223000,10-K,2022,FY
10x genomics,2021-12-31,net_income,-58223000,10-K,2023,FY
10x genomics,2022-03-31,net_income,-42413000,10-Q,2022,Q1
10x genomics,2022-03-31,net_income,-42413000,10-Q,2022,Q2
10x genomics,2022-03-31,net_income,-42413000,10-Q,2022,Q3
10x genomics,2022-03-31,net_income,-42413000,10-Q,2023,Q1
10x genomics,2022-03-31,net_income,-42413000,10-Q,2023,Q2
10x genomics,2022-03-31,net_income,-42413000,10-Q,2023,Q3
10x genomics,2022-06-30,net_income,-106871000,10-Q,2022,Q2
10x genomics,2022-06-30,net_income,-106871000,10-Q,2023,Q2
10x genomics,2022-06-30,net_income,-64458000,10-Q,2022,Q2
10x genomics,2022-06-30,net_income,-64458000,10-Q,2022,Q3
10x genomics,2022-06-30,net_income,-64458000,10-Q,2023,Q2
10x genomics,2022-06-30,net_income,-64458000,10-Q,2023,Q3
10x genomics,2022-09-30,net_income,-148785000,10-Q,2022,Q3
10x genomics,2022-09-30,net_income,-148785000,10-Q,2023,Q3
10x genomics,2022-09-30,net_income,-41914000,10-Q,2022,Q3
10x genomics,2022-09-30,net_income,-41914000,10-Q,2023,Q3
10x genomics,2022-12-31,net_income,-166000000,10-K,2022,FY
10x genomics,2022-12-31,net_income,-166000000,10-K,2023,FY
10x genomics,2022-12-31,net_income,-166000000,10-K,2024,FY
10x genomics,2023-03-31,net_income,-50747000,10-Q,2023,Q1
10x genomics,2023-03-31,net_income,-50747000,10-Q,2023,Q2
10x genomics,2023-03-31,net_income,-50747000,10-Q,2023,Q3
10x genomics,2023-03-31,net_income,-50747000,10-Q,2024,Q1
10x genomics,2023-03-31,net_income,-50747000,10-Q,2024,Q2
10x genomics,2023-03-31,net_income,-50747000,10-Q,2024,Q3
10x genomics,2023-06-30,net_income,-113161000,10-Q,2023,Q2
10x genomics,2023-06-30,net_income,-113161000,10-Q,2024,Q2
10x genomics,2023-06-30,net_income,-62414000,10-Q,2023,Q2
10x genomics,2023-06-30,net_income,-62414000,10-Q,2023,Q3
10x genomics,2023-06-30,net_income,-62414000,10-Q,2024,Q2
10x genomics,2023-06-30,net_income,-62414000,10-Q,2024,Q3
10x genomics,2023-09-30,net_income,-206147000,10-Q,2023,Q3
10x genomics,2023-09-30,net_income,-206147000,10-Q,2024,Q3
10x genomics,2023-09-30,net_income,-92986000,10-Q,2023,Q3
10x genomics,2023-09-30,net_income,-92986000,10-Q,2024,Q3
10x genomics,2023-12-31,net_income,-255099000,10-K,2023,FY
10x genomics,2023-12-31,net_income,-255099000,10-K,2024,FY
10x genomics,2024-03-31,net_income,-59949000,10-Q,2024,Q1
10x genomics,2024-03-31,net_income,-59949000,10-Q,2024,Q2
10x genomics,2024-03-31,net_income,-59949000,10-Q,2024,Q3
10x genomics,2024-03-31,net_income,-59949000,10-Q,2025,Q1
10x genomics,2024-03-31,net_income,-59949000,10-Q,2025,Q2
10x genomics,2024-03-31,net_income,-59949000,10-Q,2025,Q3
10x genomics,2024-06-30,net_income,-97846000,10-Q,2024,Q2
10x genomics,2024-06-30,net_income,-97846000,10-Q,2025,Q2
10x genomics,2024-06-30,net_income,-37897000,10-Q,2024,Q2
10x genomics,2024-06-30,net_income,-37897000,10-Q,2024,Q3
10x genomics,2024-06-30,net_income,-37897000,10-Q,2025,Q2
10x genomics,2024-06-30,net_income,-37897000,10-Q,2025,Q3
10x genomics,2024-09-30,net_income,-133599000,10-Q,2024,Q3
10x genomics,2024-09-30,net_income,-133599000,10-Q,2025,Q3
10x genomics,2024-09-30,net_income,-35753000,10-Q,2024,Q3
10x genomics,2024-09-30,net_income,-35753000,10-Q,2025,Q3
10x genomics,2024-12-31,net_income,-182627000,10-K,2024,FY
10x genomics,2025-03-31,net_income,-34358000,10-Q,2025,Q1
10x genomics,2025-03-31,net_income,-34358000,10-Q,2025,Q2
10x genomics,2025-03-31,net_income,-34358000,10-Q,2025,Q3
10x genomics,2025-06-30,net_income,180000,10-Q,2025,Q2
10x genomics,2025-06-30,net_income,34538000,10-Q,2025,Q2
10x genomics,2025-06-30,net_income,34538000,10-Q,2025,Q3
10x genomics,2025-09-30,net_income,-27292000,10-Q,2025,Q3
10x genomics,2025-09-30,net_income,-27472000,10-Q,2025,Q3
10x genomics,2017-12-31,operating_expenses,78900000,10-K,2019,FY
10x genomics,2018-09-30,operating_expenses,117797000,10-Q,2019,Q3
10x genomics,2018-09-30,operating_expenses,46299000,10-Q,2019,Q3
10x genomics,2018-12-31,operating_expenses,228416000,10-K,2019,FY
10x genomics,2018-12-31,operating_expenses,228416000,10-K,2020,FY
10x genomics,2019-03-31,operating_expenses,42648000,10-Q,2020,Q1
10x genomics,2019-06-30,operating_expenses,93823000,10-Q,2020,Q2
10x genomics,2019-06-30,operating_expenses,51175000,10-Q,2020,Q2
10x genomics,2019-09-30,operating_expenses,148646000,10-Q,2019,Q3
10x genomics,2019-09-30,operating_expenses,148646000,10-Q,2020,Q3
10x genomics,2019-09-30,operating_expenses,54823000,10-Q,2019,Q3
10x genomics,2019-09-30,operating_expenses,54823000,10-Q,2020,Q3
10x genomics,2019-12-31,operating_expenses,215433000,10-K,2019,FY
10x genomics,2019-12-31,operating_expenses,215433000,10-K,2020,FY
10x genomics,2019-12-31,operating_expenses,215433000,10-K,2021,FY
10x genomics,2020-03-31,operating_expenses,76681000,10-Q,2020,Q1
10x genomics,2020-03-31,operating_expenses,76681000,10-Q,2021,Q1
10x genomics,2020-06-30,operating_expenses,148954000,10-Q,2020,Q2
10x genomics,2020-06-30,operating_expenses,148954000,10-Q,2021,Q2
10x genomics,2020-06-30,operating_expenses,72273000,10-Q,2020,Q2
10x genomics,2020-06-30,operating_expenses,72273000,10-Q,2021,Q2
10x genomics,2020-09-30,operating_expenses,271615000,10-Q,2020,Q3
10x genomics,2020-09-30,operating_expenses,271615000,10-Q,2021,Q3
10x genomics,2020-09-30,operating_expenses,122661000,10-Q,2020,Q3
10x genomics,2020-09-30,operating_expenses,122661000,10-Q,2021,Q3
10x genomics,2020-12-31,operating_expenses,774519000,10-K,2020,FY
10x genomics,2020-12-31,operating_expenses,774519000,10-K,2021,FY
10x genomics,2020-12-31,operating_expenses,774519000,10-K,2022,FY
10x genomics,2021-03-31,operating_expenses,98977000,10-Q,2021,Q1
10x genomics,2021-03-31,operating_expenses,98977000,10-Q,2022,Q1
10x genomics,2021-06-30,operating_expenses,220232000,10-Q,2021,Q2
10x genomics,2021-06-30,operating_expenses,220232000,10-Q,2022,Q2
10x genomics,2021-06-30,operating_expenses,121255000,10-Q,2021,Q2
10x genomics,2021-06-30,operating_expenses,121255000,10-Q,2022,Q2
10x genomics,2021-09-30,operating_expenses,336890000,10-Q,2021,Q3
10x genomics,2021-09-30,operating_expenses,336890000,10-Q,2022,Q3
10x genomics,2021-09-30,operating_expenses,116658000,10-Q,2021,Q3
10x genomics,2021-09-30,operating_expenses,116658000,10-Q,2022,Q3
10x genomics,2021-12-31,operating_expenses,468652000,10-K,2021,FY
10x genomics,2021-12-31,operating_expenses,468652000,10-K,2022,FY
10x genomics,2021-12-31,operating_expenses,468652000,10-K,2023,FY
10x genomics,2022-03-31,operating_expenses,130753000,10-Q,2022,Q1
10x genomics,2022-03-31,operating_expenses,130753000,10-Q,2023,Q1
10x genomics,2022-06-30,operating_expenses,280775000,10-Q,2022,Q2
10x genomics,2022-06-30,operating_expenses,280775000,10-Q,2023,Q2
10x genomics,2022-06-30,operating_expenses,150022000,10-Q,2022,Q2
10x genomics,2022-06-30,operating_expenses,150022000,10-Q,2023,Q2
10x genomics,2022-09-30,operating_expenses,421466000,10-Q,2022,Q3
10x genomics,2022-09-30,operating_expenses,421466000,10-Q,2023,Q3
10x genomics,2022-09-30,operating_expenses,140691000,10-Q,2022,Q3
10x genomics,2022-09-30,operating_expenses,140691000,10-Q,2023,Q3
10x genomics,2022-12-31,operating_expenses,563967000,10-K,2022,FY
10x genomics,2022-12-31,operating_expenses,563967000,10-K,2023,FY
10x genomics,2022-12-31,operating_expenses,563967000,10-K,2024,FY
10x genomics,2023-03-31,operating_expenses,150378000,10-Q,2023,Q1
10x genomics,2023-03-31,operating_expenses,150378000,10-Q,2024,Q1
10x genomics,2023-06-30,operating_expenses,313348000,10-Q,2023,Q2
10x genomics,2023-06-30,operating_expenses,313348000,10-Q,2024,Q2
10x genomics,2023-06-30,operating_expenses,162970000,10-Q,2023,Q2
10x genomics,2023-06-30,operating_expenses,162970000,10-Q,2024,Q2
10x genomics,2023-09-30,operating_expenses,503672000,10-Q,2023,Q3
10x genomics,2023-09-30,operating_expenses,503672000,10-Q,2024,Q3
10x genomics,2023-09-30,operating_expenses,190324000,10-Q,2023,Q3
10x genomics,2023-09-30,operating_expenses,190324000,10-Q,2024,Q3
10x genomics,2023-12-31,operating_expenses,674642000,10-K,2023,FY
10x genomics,2023-12-31,operating_expenses,674642000,10-K,2024,FY
10x genomics,2024-03-31,operating_expenses,154412000,10-Q,2024,Q1
10x genomics,2024-03-31,operating_expenses,154412000,10-Q,2025,Q1
10x genomics,2024-06-30,operating_expenses,300369000,10-Q,2024,Q2
10x genomics,2024-06-30,operating_expenses,300369000,10-Q,2025,Q2
10x genomics,2024-06-30,operating_expenses,145957000,10-Q,2024,Q2
10x genomics,2024-06-30,operating_expenses,145957000,10-Q,2025,Q2
10x genomics,2024-09-30,operating_expenses,448247000,10-Q,2024,Q3
10x genomics,2024-09-30,operating_expenses,448247000,10-Q,2025,Q3
10x genomics,2024-09-30,operating_expenses,147878000,10-Q,2024,Q3
10x genomics,2024-09-30,operating_expenses,147878000,10-Q,2025,Q3
10x genomics,2024-12-31,operating_expenses,609041000,10-K,2024,FY
10x genomics,2025-03-31,operating_expenses,144773000,10-Q,2025,Q1
10x genomics,2025-06-30,operating_expenses,239731000,10-Q,2025,Q2
10x genomics,2025-06-30,operating_expenses,94958000,10-Q,2025,Q2
10x genomics,2025-09-30,operating_expenses,372280000,10-Q,2025,Q3
10x genomics,2025-09-30,operating_expenses,132549000,10-Q,2025,Q3
10x genomics,2017-12-31,operating_income,-18375000,10-K,2019,FY
10x genomics,2018-09-30,operating_income,-35799000,10-Q,2019,Q3
10x genomics,2018-09-30,operating_income,-14933000,10-Q,2019,Q3
10x genomics,2018-12-31,operating_income,-110764000,10-K,2019,FY
10x genomics,2018-12-31,operating_income,-110764000,10-K,2020,FY
10x genomics,2019-03-31,operating_income,-3035000,10-Q,2020,Q1
10x genomics,2019-06-30,operating_income,-13397000,10-Q,2020,Q2
10x genomics,2019-06-30,operating_income,-10362000,10-Q,2020,Q2
10x genomics,2019-09-30,operating_income,-22493000,10-Q,2019,Q3
10x genomics,2019-09-30,operating_income,-22493000,10-Q,2020,Q3
10x genomics,2019-09-30,operating_income,-9096000,10-Q,2019,Q3
10x genomics,2019-09-30,operating_income,-9096000,10-Q,2020,Q3
10x genomics,2019-12-31,operating_income,-30573000,10-K,2019,FY
10x genomics,2019-12-31,operating_income,-30573000,10-K,2020,FY
10x genomics,2019-12-31,operating_income,-30573000,10-K,2021,FY
10x genomics,2020-03-31,operating_income,-19884000,10-Q,2020,Q1
10x genomics,2020-03-31,operating_income,-19884000,10-Q,2021,Q1
10x genomics,2020-06-30,operating_income,-59304000,10-Q,2020,Q2
10x genomics,2020-06-30,operating_income,-59304000,10-Q,2021,Q2
10x genomics,2020-06-30,operating_income,-39420000,10-Q,2020,Q2
10x genomics,2020-06-30,operating_income,-39420000,10-Q,2021,Q2
10x genomics,2020-09-30,operating_income,-124559000,10-Q,2020,Q3
10x genomics,2020-09-30,operating_income,-124559000,10-Q,2021,Q3
10x genomics,2020-09-30,operating_income,-65255000,10-Q,2020,Q3
10x genomics,2020-09-30,operating_income,-65255000,10-Q,2021,Q3
10x genomics,2020-12-31,operating_income,-534142000,10-K,2020,FY
10x genomics,2020-12-31,operating_income,-534142000,10-K,2021,FY
10x genomics,2020-12-31,operating_income,-534142000,10-K,2022,FY
10x genomics,2021-03-31,operating_income,-10216000,10-Q,2021,Q1
10x genomics,2021-03-31,operating_income,-10216000,10-Q,2022,Q1
10x genomics,2021-06-30,operating_income,-20544000,10-Q,2021,Q2
10x genomics,2021-06-30,operating_income,-20544000,10-Q,2022,Q2
10x genomics,2021-06-30,operating_income,-10328000,10-Q,2021,Q2
10x genomics,2021-06-30,operating_income,-10328000,10-Q,2022,Q2
10x genomics,2021-09-30,operating_income,-36423000,10-Q,2021,Q3
10x genomics,2021-09-30,operating_income,-36423000,10-Q,2022,Q3
10x genomics,2021-09-30,operating_income,-15879000,10-Q,2021,Q3
10x genomics,2021-09-30,operating_income,-15879000,10-Q,2022,Q3
10x genomics,2021-12-31,operating_income,-52253000,10-K,2021,FY
10x genomics,2021-12-31,operating_income,-52253000,10-K,2022,FY
10x genomics,2021-12-31,operating_income,-52253000,10-K,2023,FY
10x genomics,2022-03-31,operating_income,-41735000,10-Q,2022,Q1
10x genomics,2022-03-31,operating_income,-41735000,10-Q,2023,Q1
10x genomics,2022-06-30,operating_income,-104852000,10-Q,2022,Q2
10x genomics,2022-06-30,operating_income,-104852000,10-Q,2023,Q2
10x genomics,2022-06-30,operating_income,-63117000,10-Q,2022,Q2
10x genomics,2022-06-30,operating_income,-63117000,10-Q,2023,Q2
10x genomics,2022-09-30,operating_income,-144848000,10-Q,2022,Q3
10x genomics,2022-09-30,operating_income,-144848000,10-Q,2023,Q3
10x genomics,2022-09-30,operating_income,-39996000,10-Q,2022,Q3
10x genomics,2022-09-30,operating_income,-39996000,10-Q,2023,Q3
10x genomics,2022-12-31,operating_income,-167944000,10-K,2022,FY
10x genomics,2022-12-31,operating_income,-167944000,10-K,2023,FY
10x genomics,2022-12-31,operating_income,-167944000,10-K,2024,FY
10x genomics,2023-03-31,operating_income,-51988000,10-Q,2023,Q1
10x genomics,2023-03-31,operating_income,-51988000,10-Q,2024,Q1
10x genomics,2023-06-30,operating_income,-115346000,10-Q,2023,Q2
10x genomics,2023-06-30,operating_income,-115346000,10-Q,2024,Q2
10x genomics,2023-06-30,operating_income,-63358000,10-Q,2023,Q2
10x genomics,2023-06-30,operating_income,-63358000,10-Q,2024,Q2
10x genomics,2023-09-30,operating_income,-210141000,10-Q,2023,Q3
10x genomics,2023-09-30,operating_income,-210141000,10-Q,2024,Q3
10x genomics,2023-09-30,operating_income,-94795000,10-Q,2023,Q3
10x genomics,2023-09-30,operating_income,-94795000,10-Q,2024,Q3
10x genomics,2023-12-31,operating_income,-265329000,10-K,2023,FY
10x genomics,2023-12-31,operating_income,-265329000,10-K,2024,FY
10x genomics,2024-03-31,operating_income,-61498000,10-Q,2024,Q1
10x genomics,2024-03-31,operating_income,-61498000,10-Q,2025,Q1
10x genomics,2024-06-30,operating_income,-103235000,10-Q,2024,Q2
10x genomics,2024-06-30,operating_income,-103235000,10-Q,2025,Q2
10x genomics,2024-06-30,operating_income,-41737000,10-Q,2024,Q2
10x genomics,2024-06-30,operating_income,-41737000,10-Q,2025,Q2
10x genomics,2024-09-30,operating_income,-144720000,10-Q,2024,Q3
10x genomics,2024-09-30,operating_income,-144720000,10-Q,2025,Q3
10x genomics,2024-09-30,operating_income,-41485000,10-Q,2024,Q3
10x genomics,2024-09-30,operating_income,-41485000,10-Q,2025,Q3
10x genomics,2024-12-31,operating_income,-194559000,10-K,2024,FY
10x genomics,2025-03-31,operating_income,-39328000,10-Q,2025,Q1
10x genomics,2025-06-30,operating_income,-9202000,10-Q,2025,Q2
10x genomics,2025-06-30,operating_income,30126000,10-Q,2025,Q2
10x genomics,2025-09-30,operating_income,-41444000,10-Q,2025,Q3
10x genomics,2025-09-30,operating_income,-32242000,10-Q,2025,Q3
10x genomics,2018-12-31,total_assets,124310000,10-Q,2019,Q3
10x genomics,2018-12-31,total_assets,124310000,10-K,2019,FY
10x genomics,2019-09-30,total_assets,572815000,10-Q,2019,Q3
10x genomics,2019-12-31,total_assets,605923000,10-K,2019,FY
10x genomics,2019-12-31,total_assets,605923000,10-Q,2020,Q1
10x genomics,2019-12-31,total_assets,605923000,10-Q,2020,Q2
10x genomics,2019-12-31,total_assets,605923000,10-Q,2020,Q3
